602,Tokyo 2020,,0,0,0
603,Sydney 2000,6,0,0,0
604,Tokyo 2020,,0,0,0
605,Tokyo 2020,,0,0,0
606,Tokyo 2020,1,0,0,0
607,Tokyo 2020,,0,0,0
608,Beijing 2008,4,0,0,0
609,Tokyo 2020,,1,0,0
610,Rio 2016,2,0,0,0
611,Rio 2016,2,0,0,0
612,Athens 2004,4,0,0,0
613,Tokyo 2020,,0,0,0
614,Tokyo 2020,,0,0,0
615,Tokyo 2020,,0,0,0
616,Tokyo 2020,,0,0,0
617,Rio 2016,2,0,0,0
618,Tokyo 2020,,0,0,0
619,Rio 2016,2,0,0,0
620,Rio 2016,2,0,0,0
621,Tokyo 2020,,0,0,0
622,London 2012,3,2,0,1
623,Tokyo 2020,,0,0,1
624,Tokyo 2020,,0,0,0
625,Rio 2016,2,0,0,0
626,Tokyo 2020,1,0,0,0
627,Tokyo 2020,,0,0,0
628,Tokyo 2020,,0,0,0
629,Tokyo 2020,,0,0,0
630,Tokyo 2020,,0,0,0
631,Tokyo 2020,,0,0,0
632,Rio 2016,3,0,0,0
633,Rio 2016,2,0,0,0
634,Beijing 2008,4,6,1,0
635,Rio 2016,2,0,0,0
636,Tokyo 2020,,0,0,0
637,Rio 2016,2,0,0,0
638,Rio 2016,2,0,0,0
639,Beijing 2008,4,0,0,0
640,Beijing 2008,4,0,0,0
641,Tokyo 2020,,0,0,0
642,Tokyo 2020,,0,0,0
643,Tokyo 2020,,0,0,1
644,Tokyo 2020,,0,1,0
645,Rio 2016,2,0,1,0
646,Rio 2016,2,2,0,0
647,Tokyo 2020,,0,1,0
648,Tokyo 2020,,0,0,0
649,Tokyo 2020,,0,0,0
650,Rio 2016,2,0,0,0
651,Tokyo 2020,1,0,0,0
652,Rio 2016,2,0,0,0
653,Rio 2016,2,0,0,0
654,Rio 2016,2,0,0,0
655,Tokyo 2020,,0,0,0
656,Tokyo 2020,,0,0,0
657,Tokyo 2020,,0,0,0
658,Tokyo 2020,,0,0,0
659,Tokyo 2020,,0,0,0
660,Rio 2016,3,0,0,0
661,Rio 2016,2,0,0,0
662,Tokyo 2020,,0,0,0
663,London 2012,3,0,0,0
664,Tokyo 2020,1,0,0,0
665,Tokyo 2020,,0,0,0
666,Tokyo 2020,,0,0,0
667,Rio 2016,2,0,0,0
668,Tokyo 2020,,0,0,0
669,London 2012,3,0,0,0
670,London 2012,3,0,1,0
671,Tokyo 2020,,0,0,0
672,Rio 2016,2,0,0,0
673,Tokyo 2020,1,0,0,0
674,Tokyo 2020,,0,0,0
675,Tokyo 2020,,0,0,0
676,London 2012,3,0,0,3
