1,ESP
1,SMR
1,USA
1,SVK
1,JPN
1,AUS
1,CHN
1,GBR
1,ROC
1,ITA
1,MEX
1,EGY
1,BLR
1,IRI
1,SUI
1,NOR
1,SRB
1,GER
1,INA
1,CZE
1,MGL
1,PUR
1,POL
1,KOR
1,UZB
1,MAS
1,SLO
1,HUN
1,CUB
1,FRA
1,IND
1,DEN
1,CRO
1,UKR
1,OMA
1,ARG
1,TUR
1,KAZ
1,VEN
1,LTU
1,EST
1,COL
1,AZE
1,PER
1,PAK
1,THA
1,ISR
1,PHI
1,AUT
1,TPE
1,BAN
1,AFG
1,KOS
1,ROU
1,SGP
1,BEL
1,BHU
1,ALG
1,SRI
1,KGZ
1,BIH
1,NEP
1,EOR
1,IRL
1,POR
1,QAT
1,KUW
1,CYP
1,MAR
1,BRN
1,SEN
1,NZL
1,CHI
1,GUA
1,LBN
1,FIN
1,BUL
1,IRQ
1,ECU
1,GRE
1,ALB
1,LAT
1,JOR
1,YEM
1,TUN
1,GEO
1,MNE
1,ARM
1,MLT
1,CAN
1,MDA
1,BRA
1,MKD
1,ARU
1,MYA
1,VIE
1,NCA
1,ISL
1,KSA
1,SWE
1,UAE
1,JAM
1,DOM
1,NED
1,RSA
1,NGR
1,STP
1,SAM
1,COK
1,MOZ
1,BIZ
1,ETH
1,ERI
1,TTO
1,LUX
1,CRC
1,PAR
1,NAM
1,HKG
1,RWA
1,BUR
1,PAN
1,MRI
1,SWZ
1,UGA
1,ZAM
1,CMR
1,HAI
1,COD
1,TJK
1,GHA
1,KEN
1,GUY
1,BDI
1,BOT
1,CPV
1,SOM
1,ESA
1,ANT
1,PNG
1,LIE
1,BER
1,SYR
1,VAN
1,TOG
1,FIJ
1,MON
1,AND
1,MLI
1,CIV
1,GAB
1,NIG
1,TGA
1,HON
1,SUR
1,MDV
1,GBS
1,GUM
1,GUI
1,BOL
1,ZIM
1,ANG
1,CHA
1,KIR
1,COM
1,URU
1,SLE
1,PLE
1,SUD
1,DJI
1,GAM
1,MAW
1,LBA
1,BEN
1,SEY
1,LAO
1,MAD
1,TKM
1,ISV
1,SOL
1,NRU
1,ASA
1,IVB
1,LES
1,TAN
1,LBR
1,BAH
1,DMA
1,GRN
1,LCA
1,PRK
1,IRE
1,CAM
2,ESP
2,SMR
2,USA
2,SVK
2,JPN
2,AUS
2,CHN
2,GBR
2,ROC
2,ITA
2,MEX
2,EGY
2,BLR
2,IRI
2,SUI
2,NOR
2,SRB
2,GER
2,INA
2,CZE
2,MGL
2,PUR
2,POL
2,KOR
2,UZB
2,MAS
2,SLO
2,HUN
2,CUB
2,FRA
2,IND
2,DEN
2,CRO
2,UKR
2,OMA
2,ARG
2,TUR
2,KAZ
2,VEN
2,LTU
2,EST
2,COL
2,AZE
2,PER
2,PAK
2,THA
2,ISR
2,PHI
2,AUT
2,TPE
2,BAN
2,AFG
2,KOS
2,ROU
2,SGP
2,BEL
2,BHU
2,ALG
2,SRI
2,KGZ
2,BIH
2,NEP
2,EOR
2,IRL
2,POR
2,QAT
2,KUW
2,CYP
2,MAR
2,BRN
2,SEN
2,NZL
2,CHI
2,GUA
2,LBN
2,FIN
2,BUL
2,IRQ
2,ECU
2,GRE
2,ALB
2,LAT
2,JOR
2,YEM
2,TUN
2,GEO
2,MNE
2,ARM
2,MLT
2,CAN
2,MDA
2,BRA
2,MKD
2,ARU
2,MYA
2,VIE
2,NCA
2,ISL
2,KSA
2,SWE
2,UAE
2,JAM
2,DOM
2,NED
2,RSA
2,NGR
2,STP
2,SAM
2,COK
2,MOZ
2,BIZ
2,ETH
2,ERI
2,TTO
2,LUX
2,CRC
2,PAR
2,NAM
2,HKG
2,RWA
2,BUR
2,PAN
2,MRI
2,SWZ
2,UGA
2,ZAM
2,CMR
2,HAI
2,COD
2,TJK
2,GHA
2,KEN
2,GUY
2,BDI
2,BOT
2,CPV
2,SOM
2,ESA
2,ANT
2,PNG
2,LIE
2,BER
2,SYR
2,VAN
2,TOG
2,FIJ
2,MON
2,AND
2,MLI
2,CIV
2,GAB
2,NIG
2,TGA
2,HON
2,SUR
2,MDV
2,GBS
2,GUM
2,GUI
2,BOL
2,ZIM
2,ANG
2,CHA
2,KIR
2,COM
2,URU
2,SLE
2,PLE
2,SUD
2,DJI
2,GAM
2,MAW
2,LBA
2,BEN
2,SEY
2,LAO
2,MAD
2,TKM
2,ISV
2,SOL
2,NRU
2,ASA
2,IVB
2,LES
2,TAN
2,LBR
2,BAH
2,DMA
2,GRN
2,LCA
2,PRK
2,IRE
2,CAM
