1,5
2,6
3,20
4,36
5,96
6,121
7,209
8,251
9,290
10,323
11,337
12,361
13,362
14,370
15,377
16,378
17,388
18,393
19,394
20,427
21,428
22,458
23,513
24,536
25,537
26,564
27,565
28,634
29,660
30,670
31,678
32,705
33,718
34,732
35,796
36,877
37,928
38,931
39,948
40,960
41,977
42,980
43,989
44,995
45,1012
46,1013
47,1033
48,1043
49,1052
50,1057
51,1073
52,1074
53,1085
54,1101
55,1114
56,1124
57,1142
58,1148
59,1164
60,1166
61,1182
62,1197
63,1209
64,1210
65,1260
66,1291
67,1338
68,1374
69,1408
70,1467
71,1484
72,1489
73,1570
74,1611
75,1634
76,1655
77,1703
78,1713
79,1719
80,1724
81,1737
82,1747
83,1753
84,1754
85,1773
86,1779
87,1789
88,1796
89,1799
90,1813
91,1818
92,1825
93,1837
94,1845
95,1888
96,1907
97,1908
98,1922
99,1923
100,1925
101,1937
102,1959
103,2019
104,2027
105,2089
106,2134
107,2164
108,2175
109,2176
110,2182
111,2207
112,2208
113,2239
114,2291
115,2310
116,2354
117,2367
118,2386
119,2394
120,2406
121,2411
122,2419
123,2430
124,2436
125,2437
126,2454
127,2457
128,2472
129,2476
130,2481
131,2491
132,2506
133,2508
134,2514
135,2527
136,2537
137,2539
138,2554
139,2560
140,2564
141,2566
142,2580
143,2590
144,2599
145,2600
146,2609
147,2611
148,2629
149,2631
150,2645
151,2646
152,2661
153,2665
154,2677
155,2678
156,2703
157,2731
158,2765
159,2766
160,2822
161,2838
162,2862
163,2900
164,2912
165,2924
166,2932
167,2938
168,2946
169,3003
170,3044
171,3077
172,3086
173,3093
174,3106
175,3124
176,3128
177,3140
178,3161
179,3187
180,3188
181,3197
182,3212
183,3242
184,3248
185,3255
186,3273
187,3305
188,3315
189,3324
190,3325
191,3345
192,3363
193,3384
194,3396
195,3399
196,3407
197,3423
198,3432
199,3452
200,3475
201,3490
202,3516
203,3528
204,3550
205,3599
206,3673
207,3691
208,3704
209,3716
210,3729
211,3746
212,3760
213,3771
214,3780
215,3801
216,3806
217,3823
218,3831
219,3850
220,3855
221,3900
222,3998
223,4073
224,4106
225,4169
226,4194
227,4198
228,4214
229,4225
230,4243
231,4312
232,4362
233,4372
234,4381
235,4390
236,4425
237,4464
238,4472
239,4477
240,4570
241,4580
242,4589
243,4593
244,4645
245,4672
246,4684
247,4695
248,4698
249,4719
250,4727
251,4744
252,4758
253,4772
254,4800
255,4808
256,4825
257,4838
258,4858
259,4871
260,4876
261,4878
262,4931
263,4954
264,4964
265,4988
266,4997
267,5010
268,5014
269,5015
270,5031
271,5038
272,5042
273,5058
274,5062
275,5073
276,5095
277,5105
278,5108
279,5121
280,5124
281,5142
282,5153
283,5155
284,5164
285,5168
286,5179
287,5194
288,5195
289,5227
290,5274
291,5275
292,5314
293,5315
294,5356
295,5401
296,5424
297,5443
298,5444
299,5485
300,5486
301,5529
302,5573
303,5599
304,5600
305,5623
306,5624
307,5659
308,5660
309,5683
310,5684
311,5709
312,5741
313,5742
314,5777
315,5778
316,5805
317,5832
318,5835
319,5845
320,5848
321,5850
322,5856
323,5863
324,5868
325,5872
326,5873
327,5881
328,5885
329,5893
330,5898
331,5901
332,5908
333,5913
334,5926
335,5927
336,5974
337,5975
338,599
339,2867
340,2893
341,5049
342,599
343,2867
344,2893
345,5049
346,3
347,527
348,528
349,1697
350,2874
351,5021
352,5044
353,5090
354,5118
355,5128
356,38
357,139
358,254
359,322
360,389
361,1486
362,1607
363,1699
364,1866
365,2896
366,4466
367,4174
