1,1
2,1
3,2
4,2
5,2
6,2
7,2
8,3
9,3
10,3
11,3
12,3
13,3
14,3
15,3
16,3
17,3
18,3
19,3
20,3
21,3
22,4
23,4
24,5
25,5
26,5
27,5
28,5
29,5
30,5
31,5
32,5
33,5
34,6
35,6
36,5
37,5
38,5
39,5
40,5
41,5
42,5
43,5
44,5
45,5
46,5
47,5
48,5
49,6
50,5
51,5
52,5
53,5
54,5
55,5
56,5
57,5
58,5
59,5
60,5
61,5
62,5
63,5
64,6
65,6
66,5
67,5
68,5
69,5
70,5
71,5
72,7
73,7
74,7
75,7
76,7
77,8
78,8
77,9
78,9
79,10
80,10
81,11
82,11
83,12
84,12
85,12
86,12
87,12
88,12
89,12
90,12
91,12
92,12
93,12
94,12
95,13
96,13
97,13
98,13
99,14
100,14
101,14
102,14
103,14
104,14
105,14
106,14
107,14
108,14
109,14
110,14
111,15
112,15
113,16
114,16
115,17
116,17
117,18
118,18
119,18
120,18
117,19
118,19
119,19
120,19
121,20
122,20
123,20
124,20
125,20
126,20
127,20
128,20
129,20
130,20
131,20
132,20
133,4
134,4
135,4
136,4
137,4
138,4
139,4
140,4
141,21
142,21
143,22
144,22
145,21
146,21
147,23
148,23
149,23
150,23
151,23
152,23
153,23
154,23
155,23
156,23
157,23
158,23
159,24
160,24
159,25
160,25
159,26
160,26
159,27
160,27
159,28
160,28
159,29
160,29
159,30
160,30
161,31
162,31
163,32
164,32
165,33
166,33
167,34
168,34
169,34
170,34
171,34
172,34
173,34
174,34
175,34
176,34
177,34
178,34
179,34
180,34
181,34
182,34
183,34
184,34
185,34
186,34
187,34
188,34
189,34
190,35
191,35
192,36
193,36
192,25
193,25
194,3
195,3
196,3
197,37
198,37
199,37
200,37
201,37
202,37
203,37
204,37
205,37
206,37
207,37
208,37
209,37
210,37
211,38
212,38
213,39
214,39
215,39
216,39
217,39
218,39
219,39
220,39
221,39
222,39
223,40
224,40
225,40
226,40
227,40
228,40
229,40
230,40
231,40
232,40
233,40
234,40
235,40
236,40
237,40
238,41
239,41
240,41
241,41
242,42
243,42
244,43
245,4
246,4
247,4
248,4
249,4
250,4
251,4
252,4
253,4
254,4
255,4
256,4
257,4
258,4
259,4
260,4
261,4
262,4
263,4
264,4
265,4
266,4
267,4
268,4
269,4
270,4
271,4
272,4
273,4
274,4
275,4
276,4
277,4
278,4
279,44
280,44
281,44
282,44
283,44
284,45
285,45
286,45
287,45
288,45
289,45
290,45
291,45
292,46
293,46
294,46
295,46
296,46
297,3
298,3
299,35
300,35
301,35
302,47
303,47
304,48
305,48
306,49
307,49
308,49
309,49
310,49
311,49
312,49
313,49
314,49
315,49
316,49
317,49
318,49
319,45
320,45
321,45
322,45
323,45
324,45
325,45
326,45
327,45
328,45
329,45
330,45
331,45
332,45
333,45
334,45
335,45
336,45
